@relation 'mobile_price-weka.filters.unsupervised.attribute.Remove-R1,9,17-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R1,3,5,8,10,11,12,13,14,15-precision6-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R7-precision6'

@attribute battery_power {0_875,876_1249,1250_1623,1624_max}
@attribute blue {no,yes}
@attribute clock_speed {0_1.1,1.2_1.7,1.8_2.3,2.4_max}
@attribute dual_sim {no,yes}
@attribute fc {0_4,5_9,10_14,15_max}
@attribute four_g {0,1}
@attribute int_memory {0_12,13_22,23_33,34_43,44_53,54_max}
@attribute mobile_wt {0_110,111_140,141_170,171_max}
@attribute n_cores {1,2,3,4,5,6,7,8}
@attribute pc {0_5,6_10,11_15,16_max}
@attribute px_height {0_490,491_980,981_1470,1471_max}
@attribute px_width {0_874,875_1249,1250_1623,1624_max}
@attribute ram {0_1191,1192_2127,2128_3062,3063_max}
@attribute sc_h {0_8,9_12,13_15,16_max}
@attribute talk_time {0_6,7_11,12_15,16_max}
@attribute three_g {no,yes}
@attribute touch_screen {0,1}
@attribute wifi {yes,no}
@attribute price_category {0,1}

@data
1624_max,no,2.4_max,no,0_4,1,13_22,141_170,7,0_5,491_980,0_874,3063_max,16_max,7_11,yes,1,yes,1
1250_1623,yes,0_1.1,yes,0_4,1,44_53,0_110,5,6_10,1471_max,1624_max,2128_3062,16_max,12_15,yes,0,yes,1
0_875,yes,0_1.1,no,10_14,0,0_12,0_110,5,11_15,491_980,0_874,1192_2127,9_12,16_max,yes,1,yes,0
1250_1623,yes,2.4_max,yes,10_14,0,13_22,141_170,7,16_max,0_490,1250_1623,1192_2127,9_12,16_max,no,0,no,0
0_875,yes,1.2_1.7,yes,10_14,0,44_53,171_max,7,16_max,0_490,1250_1623,1192_2127,16_max,16_max,yes,0,no,0
876_1249,no,1.2_1.7,yes,5_9,0,23_33,0_110,4,16_max,1471_max,1624_max,1192_2127,0_8,7_11,no,1,no,0
0_875,yes,0_1.1,no,10_14,0,0_12,0_110,6,11_15,981_1470,1250_1623,0_1191,0_8,16_max,no,1,no,0
0_875,no,1.2_1.7,no,10_14,0,34_43,171_max,6,11_15,0_490,0_874,0_1191,9_12,7_11,yes,1,yes,0
1250_1623,no,1.2_1.7,yes,5_9,0,44_53,171_max,3,16_max,981_1470,1250_1623,3063_max,9_12,16_max,yes,1,no,1
0_875,no,0_1.1,yes,0_4,1,0_12,171_max,2,6_10,1471_max,1624_max,2128_3062,0_8,0_6,yes,1,yes,0
876_1249,no,0_1.1,yes,0_4,1,13_22,171_max,8,6_10,0_490,875_1249,1192_2127,16_max,12_15,yes,1,no,0
1250_1623,yes,1.8_2.3,yes,0_4,1,23_33,141_170,6,11_15,981_1470,1250_1623,2128_3062,13_15,7_11,yes,1,yes,1
1624_max,yes,2.4_max,no,0_4,0,13_22,171_max,6,0_5,491_980,0_874,3063_max,0_8,7_11,no,1,yes,1
0_875,no,0_1.1,no,0_4,1,23_33,111_140,5,0_5,981_1470,1250_1623,3063_max,16_max,0_6,yes,1,yes,0
1250_1623,no,2.4_max,yes,5_9,0,54_max,111_140,2,11_15,491_980,0_874,0_1191,9_12,16_max,no,1,yes,0
0_875,yes,0_1.1,yes,10_14,0,44_53,171_max,3,16_max,0_490,0_874,1192_2127,9_12,7_11,yes,0,no,0
1250_1623,yes,0_1.1,yes,0_4,0,44_53,0_110,7,11_15,981_1470,1624_max,0_1191,16_max,12_15,yes,0,yes,0
876_1249,yes,0_1.1,no,15_max,0,44_53,111_140,8,16_max,0_490,0_874,3063_max,9_12,7_11,yes,0,no,0
1250_1623,yes,1.8_2.3,no,0_4,0,54_max,0_110,5,0_5,1471_max,1624_max,3063_max,13_15,16_max,no,0,yes,1
876_1249,no,0_1.1,yes,10_14,0,13_22,141_170,1,11_15,0_490,0_874,0_1191,0_8,16_max,yes,0,no,0
1624_max,yes,0_1.1,no,15_max,1,34_43,141_170,2,16_max,981_1470,1624_max,0_1191,16_max,0_6,yes,0,yes,0
1624_max,no,1.2_1.7,yes,0_4,0,23_33,171_max,8,6_10,981_1470,1250_1623,2128_3062,0_8,7_11,no,0,no,1
1624_max,no,1.8_2.3,no,0_4,0,44_53,141_170,5,6_10,0_490,1250_1623,1192_2127,9_12,12_15,yes,0,no,0
0_875,no,0_1.1,no,5_9,0,13_22,171_max,4,16_max,491_980,1624_max,2128_3062,16_max,0_6,no,0,yes,0
0_875,no,2.4_max,yes,5_9,0,0_12,0_110,2,6_10,491_980,1250_1623,0_1191,13_15,16_max,no,1,yes,0
0_875,yes,1.2_1.7,no,0_4,1,44_53,111_140,3,0_5,491_980,0_874,1192_2127,13_15,7_11,yes,0,yes,0
1624_max,no,1.8_2.3,no,0_4,0,44_53,171_max,6,0_5,981_1470,875_1249,1192_2127,0_8,0_6,yes,0,no,0
1624_max,no,1.2_1.7,yes,0_4,1,23_33,111_140,2,16_max,0_490,875_1249,0_1191,9_12,7_11,yes,1,no,0
1250_1623,no,0_1.1,no,0_4,0,44_53,141_170,4,16_max,0_490,0_874,2128_3062,13_15,7_11,no,0,no,0
0_875,yes,2.4_max,no,0_4,1,54_max,171_max,7,11_15,0_490,1624_max,1192_2127,0_8,16_max,yes,0,yes,0
876_1249,no,0_1.1,no,0_4,1,23_33,111_140,1,6_10,1471_max,1624_max,2128_3062,13_15,7_11,yes,1,yes,1
876_1249,yes,0_1.1,no,10_14,0,54_max,171_max,8,16_max,1471_max,1624_max,3063_max,9_12,7_11,no,0,yes,1
1624_max,no,2.4_max,yes,0_4,1,54_max,141_170,4,16_max,0_490,1250_1623,1192_2127,0_8,12_15,yes,1,yes,0
876_1249,no,0_1.1,yes,0_4,1,23_33,141_170,4,0_5,491_980,875_1249,3063_max,0_8,7_11,yes,0,no,1
1624_max,no,0_1.1,yes,0_4,0,54_max,0_110,4,0_5,0_490,1624_max,3063_max,16_max,12_15,no,1,yes,1
876_1249,no,0_1.1,no,10_14,1,54_max,141_170,3,16_max,0_490,875_1249,1192_2127,16_max,0_6,yes,1,yes,0
1250_1623,no,2.4_max,no,5_9,0,54_max,0_110,3,16_max,0_490,0_874,0_1191,13_15,12_15,yes,1,yes,0
876_1249,yes,0_1.1,no,5_9,0,54_max,141_170,5,6_10,491_980,0_874,0_1191,13_15,12_15,no,1,no,0
876_1249,yes,2.4_max,yes,10_14,0,44_53,0_110,3,16_max,0_490,0_874,0_1191,9_12,0_6,no,0,yes,0
0_875,no,2.4_max,no,0_4,1,44_53,141_170,4,0_5,0_490,875_1249,1192_2127,16_max,7_11,yes,0,no,0
0_875,no,1.2_1.7,yes,5_9,0,34_43,171_max,2,11_15,491_980,1624_max,1192_2127,0_8,12_15,no,1,no,0
876_1249,yes,0_1.1,no,0_4,1,0_12,141_170,2,0_5,0_490,1624_max,1192_2127,9_12,0_6,yes,1,no,0
1624_max,yes,1.2_1.7,yes,0_4,1,34_43,141_170,5,0_5,0_490,0_874,2128_3062,9_12,16_max,yes,0,no,0
1624_max,yes,2.4_max,yes,5_9,0,13_22,141_170,1,6_10,491_980,875_1249,2128_3062,0_8,16_max,yes,1,yes,0
1624_max,yes,0_1.1,yes,0_4,0,34_43,0_110,6,6_10,0_490,0_874,2128_3062,9_12,0_6,no,1,yes,0
1624_max,no,1.2_1.7,no,5_9,1,0_12,111_140,7,16_max,0_490,1250_1623,1192_2127,16_max,12_15,yes,1,yes,0
1624_max,yes,1.2_1.7,no,0_4,0,34_43,111_140,4,0_5,491_980,1250_1623,2128_3062,0_8,12_15,yes,0,no,0
1624_max,yes,1.2_1.7,no,5_9,0,54_max,141_170,7,11_15,491_980,875_1249,0_1191,0_8,16_max,no,0,no,0
1624_max,no,1.2_1.7,no,0_4,0,13_22,0_110,3,0_5,0_490,0_874,0_1191,0_8,0_6,no,1,yes,0
0_875,no,2.4_max,yes,0_4,0,54_max,111_140,7,0_5,0_490,1624_max,3063_max,16_max,0_6,no,1,no,1
876_1249,no,1.2_1.7,no,0_4,1,54_max,171_max,2,11_15,491_980,1250_1623,1192_2127,0_8,0_6,yes,1,yes,0
876_1249,no,2.4_max,no,0_4,0,23_33,171_max,3,0_5,1471_max,1624_max,1192_2127,13_15,0_6,no,1,no,0
0_875,yes,0_1.1,yes,0_4,1,44_53,171_max,5,11_15,0_490,1624_max,1192_2127,13_15,7_11,yes,0,no,0
876_1249,no,0_1.1,no,10_14,1,13_22,141_170,7,11_15,0_490,1624_max,0_1191,0_8,0_6,yes,1,yes,0
1624_max,no,1.8_2.3,no,0_4,1,54_max,0_110,7,6_10,981_1470,1624_max,2128_3062,16_max,7_11,yes,0,yes,1
1624_max,no,2.4_max,yes,0_4,1,44_53,0_110,3,6_10,981_1470,1624_max,1192_2127,0_8,0_6,yes,0,no,0
1624_max,no,2.4_max,yes,5_9,1,13_22,111_140,2,11_15,0_490,0_874,0_1191,16_max,0_6,yes,0,no,0
876_1249,yes,2.4_max,yes,0_4,0,34_43,141_170,7,11_15,981_1470,1624_max,1192_2127,9_12,12_15,no,0,no,0
0_875,no,0_1.1,no,10_14,0,54_max,171_max,7,11_15,0_490,1624_max,2128_3062,16_max,16_max,no,1,no,0
876_1249,no,1.8_2.3,no,0_4,0,0_12,141_170,5,11_15,0_490,875_1249,3063_max,0_8,12_15,yes,0,no,1
0_875,no,1.2_1.7,no,0_4,0,23_33,141_170,8,0_5,491_980,875_1249,2128_3062,9_12,16_max,no,1,yes,0
1624_max,yes,1.8_2.3,no,0_4,0,0_12,141_170,7,6_10,491_980,875_1249,3063_max,9_12,0_6,no,1,yes,1
0_875,yes,1.2_1.7,yes,0_4,1,13_22,0_110,1,0_5,491_980,875_1249,1192_2127,0_8,16_max,yes,1,no,0
0_875,no,0_1.1,yes,0_4,1,13_22,0_110,1,6_10,491_980,0_874,1192_2127,16_max,7_11,yes,0,yes,0
0_875,no,1.2_1.7,no,0_4,1,34_43,0_110,3,6_10,491_980,1624_max,1192_2127,9_12,12_15,yes,1,yes,0
0_875,no,1.8_2.3,yes,0_4,0,34_43,141_170,5,0_5,0_490,0_874,2128_3062,16_max,7_11,yes,1,no,0
0_875,yes,0_1.1,no,0_4,1,0_12,0_110,8,6_10,1471_max,1624_max,3063_max,16_max,0_6,yes,0,yes,1
1624_max,no,0_1.1,yes,10_14,0,23_33,141_170,5,11_15,491_980,0_874,1192_2127,16_max,16_max,yes,0,yes,0
1624_max,yes,0_1.1,yes,0_4,0,13_22,111_140,2,0_5,0_490,0_874,1192_2127,13_15,7_11,no,0,no,0
0_875,no,0_1.1,yes,0_4,0,54_max,0_110,4,6_10,0_490,1250_1623,3063_max,0_8,0_6,no,0,no,0
876_1249,yes,0_1.1,no,0_4,1,23_33,141_170,6,0_5,981_1470,1624_max,2128_3062,0_8,0_6,yes,1,no,0
0_875,no,0_1.1,no,5_9,1,13_22,171_max,8,11_15,0_490,875_1249,2128_3062,0_8,16_max,yes,1,yes,0
1624_max,no,2.4_max,yes,0_4,1,13_22,171_max,8,11_15,981_1470,875_1249,2128_3062,0_8,16_max,yes,1,no,0
1250_1623,yes,2.4_max,no,0_4,0,23_33,141_170,4,6_10,491_980,875_1249,3063_max,16_max,0_6,yes,0,no,1
1250_1623,yes,0_1.1,yes,0_4,0,23_33,111_140,1,0_5,491_980,875_1249,1192_2127,13_15,16_max,yes,0,yes,0
0_875,yes,2.4_max,no,15_max,1,44_53,111_140,1,16_max,0_490,1250_1623,2128_3062,9_12,7_11,yes,0,yes,0
1624_max,no,0_1.1,yes,5_9,0,13_22,171_max,6,16_max,0_490,875_1249,0_1191,0_8,7_11,yes,1,yes,0
1624_max,no,0_1.1,yes,0_4,0,13_22,0_110,6,6_10,1471_max,1624_max,0_1191,16_max,7_11,yes,0,yes,0
876_1249,yes,0_1.1,no,5_9,0,34_43,111_140,3,6_10,491_980,1624_max,0_1191,16_max,0_6,no,1,no,0
1624_max,no,0_1.1,no,5_9,0,23_33,111_140,6,16_max,0_490,1624_max,2128_3062,9_12,16_max,yes,1,yes,1
1624_max,yes,0_1.1,no,5_9,1,23_33,0_110,6,6_10,0_490,0_874,0_1191,0_8,16_max,yes,1,no,0
876_1249,yes,0_1.1,no,0_4,0,44_53,171_max,1,0_5,0_490,875_1249,0_1191,9_12,7_11,yes,1,no,0
1250_1623,no,2.4_max,no,0_4,0,23_33,111_140,4,16_max,491_980,1250_1623,0_1191,0_8,7_11,no,0,yes,0
1624_max,yes,2.4_max,no,0_4,0,34_43,0_110,7,16_max,491_980,1250_1623,0_1191,9_12,7_11,no,1,yes,0
1250_1623,no,0_1.1,yes,0_4,0,54_max,171_max,7,11_15,491_980,0_874,1192_2127,16_max,0_6,yes,0,yes,0
1250_1623,no,0_1.1,no,0_4,1,23_33,0_110,7,0_5,981_1470,1624_max,2128_3062,13_15,7_11,yes,1,no,1
876_1249,yes,1.8_2.3,no,10_14,0,0_12,171_max,3,11_15,0_490,875_1249,0_1191,9_12,12_15,yes,1,no,0
0_875,yes,2.4_max,no,0_4,1,54_max,111_140,6,0_5,0_490,0_874,2128_3062,16_max,7_11,yes,1,yes,0
1250_1623,no,0_1.1,yes,0_4,1,0_12,141_170,1,11_15,1471_max,1624_max,0_1191,9_12,7_11,yes,1,yes,0
0_875,no,0_1.1,yes,0_4,1,34_43,0_110,5,6_10,491_980,1250_1623,0_1191,0_8,7_11,yes,1,yes,0
1250_1623,no,0_1.1,yes,5_9,0,54_max,111_140,3,16_max,981_1470,1250_1623,3063_max,13_15,12_15,yes,0,yes,1
1250_1623,yes,0_1.1,yes,0_4,0,23_33,141_170,6,0_5,0_490,1624_max,3063_max,13_15,16_max,no,1,no,1
1624_max,yes,0_1.1,yes,0_4,0,23_33,171_max,8,0_5,981_1470,1250_1623,1192_2127,13_15,16_max,no,1,no,0
876_1249,no,2.4_max,no,0_4,0,13_22,0_110,5,0_5,491_980,1250_1623,1192_2127,0_8,12_15,no,0,no,0
0_875,yes,2.4_max,no,0_4,0,34_43,111_140,6,0_5,491_980,875_1249,1192_2127,16_max,0_6,no,1,no,0
876_1249,yes,2.4_max,yes,5_9,0,23_33,111_140,4,11_15,0_490,1250_1623,1192_2127,16_max,12_15,yes,0,yes,0
1250_1623,no,0_1.1,no,10_14,0,34_43,111_140,7,16_max,981_1470,1624_max,2128_3062,9_12,0_6,yes,0,no,0
1624_max,no,0_1.1,yes,0_4,0,13_22,0_110,5,0_5,0_490,875_1249,2128_3062,16_max,7_11,yes,1,yes,0
1624_max,yes,0_1.1,no,0_4,1,54_max,111_140,5,0_5,491_980,0_874,2128_3062,13_15,7_11,yes,1,yes,0
1624_max,no,2.4_max,no,0_4,1,23_33,141_170,1,11_15,0_490,0_874,1192_2127,13_15,16_max,yes,0,no,0
1250_1623,no,0_1.1,no,5_9,0,54_max,141_170,3,11_15,981_1470,1250_1623,1192_2127,0_8,7_11,yes,0,yes,0
1624_max,yes,0_1.1,yes,5_9,1,0_12,0_110,3,11_15,491_980,1250_1623,0_1191,9_12,12_15,yes,0,no,0
0_875,no,1.2_1.7,no,5_9,1,13_22,141_170,2,11_15,0_490,0_874,2128_3062,13_15,7_11,yes,0,no,0
876_1249,yes,0_1.1,no,0_4,0,23_33,0_110,5,0_5,0_490,1250_1623,2128_3062,16_max,7_11,yes,0,no,0
1624_max,yes,0_1.1,no,5_9,1,54_max,111_140,2,6_10,491_980,1250_1623,1192_2127,16_max,16_max,yes,0,no,0
0_875,yes,2.4_max,no,0_4,1,54_max,111_140,4,11_15,981_1470,1624_max,2128_3062,16_max,12_15,yes,0,no,0
1250_1623,yes,2.4_max,yes,0_4,0,54_max,0_110,4,11_15,0_490,1250_1623,0_1191,13_15,16_max,yes,0,no,0
0_875,yes,1.2_1.7,no,0_4,0,0_12,0_110,3,0_5,0_490,0_874,0_1191,0_8,7_11,yes,1,yes,0
0_875,yes,2.4_max,yes,0_4,1,0_12,171_max,7,11_15,0_490,1250_1623,1192_2127,16_max,16_max,yes,1,yes,0
876_1249,no,1.8_2.3,no,5_9,1,34_43,141_170,5,16_max,981_1470,1624_max,3063_max,16_max,16_max,yes,0,no,1
1250_1623,no,0_1.1,yes,0_4,1,34_43,171_max,2,0_5,0_490,0_874,1192_2127,13_15,12_15,yes,1,yes,0
1624_max,yes,0_1.1,no,0_4,0,54_max,111_140,7,6_10,0_490,1624_max,2128_3062,0_8,7_11,no,1,yes,1
1624_max,no,0_1.1,no,0_4,1,54_max,0_110,4,0_5,0_490,875_1249,0_1191,13_15,7_11,yes,1,no,0
0_875,no,1.2_1.7,no,0_4,0,13_22,171_max,5,11_15,0_490,0_874,1192_2127,16_max,7_11,yes,1,yes,0
1624_max,yes,0_1.1,yes,10_14,1,23_33,171_max,1,16_max,981_1470,1624_max,1192_2127,16_max,16_max,yes,1,no,0
0_875,yes,0_1.1,no,0_4,0,54_max,171_max,3,6_10,0_490,1250_1623,0_1191,0_8,16_max,yes,1,yes,0
1250_1623,yes,1.2_1.7,yes,0_4,0,0_12,0_110,1,11_15,491_980,1624_max,2128_3062,16_max,12_15,no,0,no,1
876_1249,yes,1.8_2.3,yes,0_4,1,54_max,111_140,1,11_15,0_490,875_1249,1192_2127,0_8,7_11,yes,0,yes,0
1250_1623,yes,2.4_max,yes,10_14,0,44_53,111_140,2,11_15,0_490,875_1249,0_1191,16_max,0_6,no,0,no,0
1250_1623,no,2.4_max,no,0_4,0,13_22,0_110,7,0_5,981_1470,1250_1623,0_1191,16_max,0_6,yes,1,yes,0
1250_1623,no,2.4_max,yes,0_4,0,44_53,111_140,7,0_5,981_1470,1250_1623,2128_3062,0_8,12_15,no,0,yes,0
0_875,no,1.8_2.3,no,0_4,0,44_53,141_170,1,6_10,491_980,1250_1623,3063_max,13_15,12_15,no,1,yes,1
1250_1623,no,1.8_2.3,no,0_4,0,34_43,171_max,2,11_15,0_490,875_1249,3063_max,13_15,16_max,no,0,no,1
0_875,yes,0_1.1,yes,5_9,0,34_43,0_110,8,6_10,0_490,1250_1623,2128_3062,13_15,16_max,yes,1,no,0
1624_max,yes,1.8_2.3,yes,0_4,1,54_max,141_170,6,0_5,0_490,0_874,3063_max,0_8,7_11,yes,1,no,1
0_875,no,0_1.1,yes,0_4,0,54_max,171_max,2,0_5,981_1470,1250_1623,3063_max,13_15,7_11,yes,1,yes,1
1250_1623,yes,1.8_2.3,yes,0_4,0,34_43,0_110,8,0_5,0_490,0_874,2128_3062,16_max,12_15,no,1,no,0
0_875,yes,1.2_1.7,yes,0_4,0,54_max,0_110,2,6_10,0_490,0_874,3063_max,16_max,7_11,no,0,no,1
0_875,yes,0_1.1,yes,10_14,0,13_22,171_max,6,16_max,0_490,1624_max,3063_max,16_max,16_max,no,0,no,0
876_1249,yes,1.8_2.3,yes,0_4,1,44_53,111_140,2,6_10,491_980,0_874,0_1191,9_12,12_15,yes,1,yes,0
1624_max,no,1.2_1.7,yes,10_14,1,54_max,0_110,8,16_max,491_980,875_1249,2128_3062,13_15,0_6,yes,1,no,0
0_875,yes,1.8_2.3,yes,0_4,1,54_max,111_140,2,0_5,491_980,1624_max,2128_3062,13_15,0_6,yes,1,no,0
1250_1623,no,2.4_max,no,10_14,1,44_53,141_170,4,16_max,491_980,1250_1623,2128_3062,16_max,0_6,yes,1,yes,1
876_1249,no,1.8_2.3,no,5_9,0,13_22,141_170,8,6_10,981_1470,1250_1623,3063_max,16_max,16_max,no,1,no,1
1250_1623,no,1.2_1.7,yes,15_max,1,34_43,171_max,5,16_max,0_490,1250_1623,3063_max,13_15,0_6,yes,0,yes,1
1624_max,no,1.8_2.3,no,0_4,1,34_43,141_170,8,0_5,0_490,1624_max,2128_3062,13_15,7_11,yes,0,no,1
1624_max,yes,1.8_2.3,yes,0_4,0,0_12,171_max,1,6_10,0_490,875_1249,1192_2127,9_12,0_6,yes,0,yes,0
0_875,yes,1.8_2.3,yes,5_9,1,0_12,111_140,3,11_15,981_1470,1250_1623,2128_3062,13_15,16_max,yes,0,no,0
876_1249,yes,1.8_2.3,no,0_4,0,54_max,0_110,3,6_10,491_980,875_1249,2128_3062,9_12,7_11,yes,0,yes,0
0_875,yes,0_1.1,yes,0_4,1,44_53,0_110,5,11_15,0_490,875_1249,1192_2127,13_15,12_15,yes,0,no,0
0_875,no,0_1.1,no,5_9,0,13_22,141_170,1,11_15,981_1470,1250_1623,2128_3062,16_max,0_6,no,1,no,0
1624_max,no,0_1.1,yes,10_14,0,0_12,171_max,8,16_max,0_490,1250_1623,0_1191,16_max,7_11,yes,1,yes,0
1250_1623,yes,1.2_1.7,yes,0_4,1,44_53,0_110,7,6_10,0_490,0_874,2128_3062,13_15,0_6,yes,1,yes,0
1624_max,yes,1.8_2.3,yes,0_4,0,23_33,141_170,1,16_max,491_980,1250_1623,2128_3062,13_15,16_max,no,0,yes,1
0_875,yes,0_1.1,no,0_4,1,54_max,111_140,8,6_10,1471_max,1250_1623,2128_3062,16_max,16_max,yes,0,yes,0
1250_1623,yes,1.8_2.3,yes,0_4,0,0_12,171_max,4,0_5,0_490,0_874,2128_3062,16_max,12_15,yes,0,yes,0
1250_1623,yes,1.8_2.3,yes,0_4,1,54_max,111_140,5,6_10,0_490,1624_max,1192_2127,9_12,7_11,yes,1,yes,0
1250_1623,yes,2.4_max,yes,0_4,0,0_12,141_170,8,16_max,491_980,1250_1623,0_1191,9_12,7_11,no,0,no,0
1250_1623,no,1.2_1.7,no,0_4,0,13_22,171_max,1,0_5,0_490,0_874,1192_2127,0_8,0_6,yes,1,no,0
0_875,no,2.4_max,yes,0_4,0,0_12,111_140,2,0_5,491_980,1624_max,2128_3062,9_12,12_15,yes,0,yes,0
876_1249,no,0_1.1,yes,0_4,0,54_max,0_110,2,0_5,981_1470,875_1249,0_1191,9_12,0_6,no,0,yes,0
1250_1623,yes,1.2_1.7,no,0_4,0,0_12,171_max,6,6_10,0_490,1250_1623,2128_3062,0_8,12_15,no,1,no,0
0_875,no,2.4_max,no,10_14,0,54_max,0_110,6,11_15,0_490,875_1249,0_1191,9_12,0_6,yes,1,no,0
0_875,no,0_1.1,yes,0_4,0,34_43,141_170,5,6_10,491_980,0_874,3063_max,16_max,0_6,no,1,no,0
1624_max,no,1.2_1.7,no,0_4,0,23_33,0_110,4,0_5,491_980,1250_1623,2128_3062,9_12,12_15,yes,1,no,0
876_1249,yes,2.4_max,no,10_14,0,54_max,171_max,3,16_max,491_980,0_874,2128_3062,16_max,12_15,yes,1,no,0
876_1249,yes,1.2_1.7,yes,10_14,1,23_33,111_140,3,11_15,491_980,875_1249,2128_3062,13_15,16_max,yes,0,no,0
1250_1623,no,2.4_max,no,0_4,1,44_53,111_140,7,0_5,0_490,0_874,1192_2127,0_8,7_11,yes,0,no,0
1624_max,no,2.4_max,yes,0_4,1,0_12,171_max,4,0_5,981_1470,1250_1623,2128_3062,9_12,0_6,yes,1,no,0
1624_max,no,0_1.1,yes,5_9,1,13_22,141_170,4,6_10,0_490,0_874,2128_3062,13_15,16_max,yes,0,yes,0
1624_max,yes,1.8_2.3,yes,0_4,1,0_12,171_max,6,11_15,0_490,1624_max,0_1191,0_8,12_15,yes,0,yes,0
0_875,yes,1.2_1.7,no,0_4,1,23_33,111_140,7,0_5,491_980,1250_1623,1192_2127,16_max,7_11,yes,0,yes,0
1250_1623,no,1.2_1.7,yes,0_4,1,44_53,111_140,6,0_5,0_490,1624_max,1192_2127,0_8,7_11,yes,1,yes,0
876_1249,no,1.2_1.7,yes,5_9,1,44_53,111_140,1,11_15,0_490,0_874,3063_max,13_15,0_6,yes,0,no,0
0_875,yes,2.4_max,no,10_14,1,34_43,0_110,3,11_15,491_980,0_874,1192_2127,13_15,0_6,yes,0,yes,0
876_1249,yes,0_1.1,yes,0_4,0,0_12,0_110,8,11_15,491_980,875_1249,1192_2127,0_8,12_15,no,0,no,0
1250_1623,no,0_1.1,yes,0_4,1,34_43,111_140,5,6_10,491_980,1250_1623,3063_max,0_8,7_11,yes,1,yes,1
876_1249,no,1.8_2.3,yes,0_4,0,13_22,171_max,7,0_5,0_490,0_874,1192_2127,9_12,7_11,yes,1,no,0
1250_1623,yes,1.8_2.3,yes,0_4,1,44_53,0_110,4,0_5,0_490,875_1249,2128_3062,13_15,12_15,yes,1,no,0
1624_max,no,0_1.1,no,0_4,0,54_max,171_max,5,0_5,0_490,0_874,3063_max,16_max,16_max,no,1,yes,1
1250_1623,yes,0_1.1,no,0_4,0,44_53,141_170,8,11_15,0_490,0_874,0_1191,16_max,0_6,yes,0,yes,0
876_1249,no,0_1.1,no,10_14,1,13_22,141_170,7,11_15,981_1470,1250_1623,2128_3062,13_15,12_15,yes,0,yes,0
0_875,no,2.4_max,yes,0_4,0,34_43,171_max,3,0_5,491_980,875_1249,0_1191,0_8,16_max,yes,0,no,0
876_1249,no,2.4_max,no,10_14,1,23_33,0_110,8,16_max,0_490,0_874,2128_3062,9_12,7_11,yes,1,yes,0
1624_max,no,1.2_1.7,no,0_4,0,23_33,141_170,7,0_5,0_490,0_874,2128_3062,0_8,0_6,yes,1,yes,0
0_875,no,1.2_1.7,yes,5_9,0,54_max,141_170,3,6_10,491_980,1624_max,2128_3062,16_max,16_max,yes,0,yes,0
1624_max,yes,1.8_2.3,no,10_14,0,13_22,171_max,8,11_15,1471_max,1624_max,1192_2127,16_max,12_15,no,0,yes,0
0_875,yes,1.2_1.7,yes,5_9,1,34_43,141_170,3,11_15,1471_max,1250_1623,2128_3062,13_15,16_max,yes,1,yes,0
1250_1623,yes,2.4_max,no,5_9,1,34_43,171_max,6,16_max,0_490,875_1249,0_1191,9_12,16_max,yes,1,no,0
876_1249,yes,1.8_2.3,yes,0_4,1,23_33,141_170,4,0_5,0_490,0_874,1192_2127,16_max,0_6,yes,0,no,0
0_875,no,0_1.1,no,0_4,1,0_12,111_140,2,0_5,0_490,0_874,3063_max,13_15,0_6,yes,0,yes,0
1250_1623,yes,1.2_1.7,no,5_9,0,44_53,171_max,7,16_max,491_980,875_1249,1192_2127,13_15,12_15,no,0,no,0
0_875,yes,0_1.1,no,5_9,1,44_53,0_110,5,11_15,0_490,1250_1623,2128_3062,9_12,7_11,yes,1,yes,0
876_1249,yes,1.2_1.7,no,10_14,0,13_22,111_140,8,11_15,491_980,1250_1623,0_1191,9_12,16_max,yes,1,yes,0
0_875,no,1.8_2.3,yes,0_4,0,44_53,0_110,6,11_15,981_1470,1250_1623,3063_max,0_8,0_6,yes,0,yes,1
0_875,yes,0_1.1,yes,0_4,1,54_max,0_110,3,6_10,491_980,875_1249,2128_3062,16_max,16_max,yes,1,yes,0
0_875,yes,1.8_2.3,yes,0_4,1,13_22,111_140,2,0_5,981_1470,1624_max,3063_max,9_12,16_max,yes,0,no,1
0_875,yes,1.8_2.3,yes,0_4,0,0_12,0_110,2,6_10,981_1470,875_1249,2128_3062,16_max,7_11,yes,1,yes,0
0_875,no,1.8_2.3,yes,0_4,0,44_53,111_140,7,11_15,0_490,0_874,2128_3062,13_15,12_15,yes,0,no,0
1250_1623,no,1.2_1.7,yes,10_14,1,13_22,171_max,4,11_15,981_1470,875_1249,2128_3062,0_8,0_6,yes,0,no,1
876_1249,yes,1.8_2.3,yes,0_4,1,0_12,111_140,2,6_10,491_980,875_1249,2128_3062,9_12,16_max,yes,0,no,0
876_1249,yes,0_1.1,yes,5_9,0,23_33,0_110,3,6_10,0_490,0_874,0_1191,9_12,0_6,yes,1,yes,0
1624_max,no,0_1.1,no,0_4,1,0_12,0_110,4,0_5,491_980,875_1249,2128_3062,9_12,0_6,yes,1,no,1
1250_1623,yes,1.8_2.3,yes,0_4,1,23_33,141_170,6,0_5,0_490,0_874,3063_max,9_12,0_6,yes,0,no,1
1250_1623,no,1.2_1.7,yes,0_4,0,0_12,141_170,1,0_5,981_1470,1624_max,0_1191,13_15,16_max,no,1,no,0
