id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
522,1748,no,1.7,yes,6,1,14,0.5,146,3,7,859,1234,3968,16,12,3,yes,0,yes,1
523,1413,no,0.5,YES,5,0,51,0.3,117,5,11,187,517,3383,16,5,2,no,0,no,1
524,825,NO,0.5,yes,0,1,23,0.1,86,2,0,206,1917,3278,8,6,2,Yes,0,Has,1
525,1589,has,1.4,no,3,1,26,0.1,100,8,16,1673,1759,3970,16,8,18,Yes,0,Yes,1
526,535,Has,0.5,Has,8,1,54,0.5,145,8,15,710,939,2674,14,8,10,Yes,0,no,0
527,1780,has,0.5,no,6,0,27,0.1,190,4,11,1331,1463,2776,19,17,14,yes,1,yes,1
528,1671,no,0.6,yes,7,1,61,0.1,129,2,11,263,848,2336,10,4,7,yes,0,No,0
529,1821,not,0.9,NO,9,1,12,0.3,114,1,18,97,1803,2430,7,4,6,Yes,1,Yes,0
530,1076,Has,2.6,Not,3,1,38,0.7,119,6,8,129,915,891,18,3,9,yes,1,no,0
531,532,yes,0.8,YES,3,0,8,0.1,193,5,10,1213,1354,728,13,5,8,yes,1,no,0
532,777,yes,2.6,no,3,0,30,0.9,148,5,17,189,1143,3886,14,10,7,yes,0,No,1
533,1217,yes,0.5,No,3,0,17,0.5,182,4,13,628,632,1711,7,3,9,Yes,0,yes,0
534,1656,Yes,1.6,yes,0,0,16,1,117,7,2,320,899,2856,14,3,20,YES,1,yes,0
535,1185,no,1.9,NO,0,0,31,0.4,152,8,7,837,1642,2447,16,2,3,yes,1,yes,0
536,577,NO,2.4,no,8,1,37,0.9,161,6,20,1087,1450,814,11,7,19,yes,1,YES,0
537,737,yes,2.4,yes,7,0,49,0.6,193,4,16,781,1463,2951,7,0,10,no,1,no,0
538,704,no,2.2,yes,4,0,53,0.2,186,6,6,251,1013,3653,7,1,15,Has,1,yes,0
539,525,yes,0.5,yes,5,0,51,0.5,137,8,11,262,1587,1891,18,3,12,no,1,no,0
540,504,Yes,0.5,has,5,0,16,0.1,166,1,9,767,1665,701,17,15,15,yes,0,Yes,0
541,793,no,1.2,yes,1,1,38,0.6,176,4,7,1226,1815,3139,6,1,12,yes,1,yes,1
542,569,no,0.6,yes,2,0,39,0.1,184,8,9,389,739,2811,7,6,7,YES,0,yes,0
543,1590,no,1.9,yes,3,1,21,1,160,5,18,920,963,1701,11,4,4,yes,0,Yes,0
544,707,no,0.5,No,0,1,16,0.1,194,2,0,1027,1508,1853,17,14,12,yes,1,Yes,0
545,767,no,1.9,no,16,1,19,0.2,185,6,17,271,1000,2445,6,1,6,yes,1,yes,0
546,1350,yes,0.5,yes,0,1,50,0.8,181,8,4,369,544,2287,15,1,8,yes,1,NO,0
547,1117,YES,0.6,has,0,0,31,0.2,146,2,7,1258,1627,2003,8,7,14,No,1,Yes,0
548,641,has,1.1,No,0,1,7,0.9,192,1,3,417,759,3595,7,5,19,YES,1,yes,0
549,1002,no,0.8,YES,0,1,35,0.5,83,2,4,1345,1416,1726,16,5,19,yes,0,yes,0
550,1408,yes,2.1,Yes,10,0,45,0.9,89,5,14,613,1088,3952,8,6,3,no,0,yes,1
551,1900,has,2,yes,1,0,41,0.5,190,8,6,912,1596,850,5,1,4,Yes,1,Yes,0
552,726,no,2.9,No,0,0,43,0.1,101,8,0,666,760,1446,17,2,8,Yes,1,Not,0
553,1544,no,2.3,No,12,1,45,0.1,113,8,20,236,857,1300,8,7,18,yes,1,not,0
554,1454,yes,1.6,no,6,1,21,0.2,160,4,10,186,1100,719,14,10,10,yes,1,yes,0
555,1230,Yes,2.2,yes,6,0,26,0.8,123,5,7,416,676,988,11,5,9,no,1,yes,0
556,1552,no,1.2,no,10,1,53,0.3,180,8,18,430,658,2606,13,6,12,Yes,0,NO,0
557,1519,no,2.1,no,0,0,32,0.7,200,1,10,168,1239,2912,11,10,15,Has,1,no,0
558,723,Yes,1.9,NO,4,0,30,0.3,102,1,7,1467,1901,2339,19,9,17,No,1,Has,0
559,1191,No,2.4,yes,2,0,13,0.9,169,1,7,179,1813,1028,14,6,8,YES,1,yes,0
560,1168,no,1.3,No,9,0,61,0.1,90,8,10,159,1578,3173,9,4,17,no,0,yes,1
561,1229,No,0.5,has,15,0,14,0.8,191,2,16,120,1878,1667,17,6,17,no,0,yes,0
562,1758,yes,0.5,no,11,1,13,0.6,190,8,14,762,1864,1897,6,2,15,yes,0,NO,0
563,1290,not,0.5,Not,0,0,3,0.1,143,6,4,600,1109,1214,9,8,15,NO,1,yes,0
564,574,no,2.8,has,16,0,38,0.1,90,6,17,286,1171,3269,8,7,10,no,1,not,0
565,1271,yes,0.5,no,12,0,32,0.1,113,7,15,1350,1949,445,15,14,14,No,0,yes,0
566,1170,yes,1.2,no,4,0,30,0.4,83,8,15,27,1722,1073,6,4,8,yes,1,no,0
567,1269,yes,1.3,NO,14,0,52,0.8,118,2,15,1597,1920,665,18,5,5,NO,0,NO,0
568,1288,no,2.8,Has,15,0,50,0.1,121,2,20,1177,1809,3129,17,6,2,no,0,No,1
569,1366,yes,0.7,Yes,0,1,34,0.1,150,2,9,402,964,3501,13,11,3,yes,0,no,1
570,1572,yes,0.8,Yes,7,1,8,0.8,169,5,8,577,1237,3461,6,3,10,yes,1,yes,1
571,1627,no,0.9,yes,9,1,32,0.1,180,6,16,52,1082,3206,12,6,16,Has,1,no,1
572,1701,Yes,0.5,Not,13,1,46,0.9,115,2,15,364,828,3717,11,0,10,Has,1,No,1
573,1900,yes,0.5,has,0,1,55,0.9,171,1,1,934,1241,3917,15,5,18,yes,0,yes,1
574,1974,no,1,no,4,0,24,0.3,80,7,13,250,545,861,7,4,6,yes,0,Has,0
575,1197,yes,0.5,Yes,9,0,20,0.1,129,5,10,214,1710,2885,19,7,14,Has,1,Yes,0
576,587,yes,2.3,yes,4,0,6,0.7,170,1,16,612,1793,2777,9,2,14,Yes,1,no,0
577,934,no,1.1,No,7,0,24,0.8,112,5,12,1111,1463,1017,12,7,9,no,0,yes,0
578,1195,no,2,YES,1,1,23,0.1,82,4,9,163,1100,980,13,9,17,yes,0,no,0
579,1853,Yes,1,no,2,0,23,0.4,92,1,15,202,1951,2775,14,4,17,Yes,0,No,1
580,1164,no,1,No,4,1,19,0.9,95,8,18,729,1704,3309,15,3,3,has,0,yes,1
581,1512,yes,0.5,no,8,1,18,0.1,88,3,17,1079,1897,3607,12,10,6,Yes,1,Yes,1
582,1232,no,2.9,Has,1,1,24,0.3,169,5,17,361,809,1257,16,10,16,yes,0,no,0
583,1813,yes,0.6,yes,0,1,5,0.2,198,3,8,338,1306,759,9,3,14,Yes,1,no,0
584,946,yes,2.6,has,17,0,5,0.1,166,3,20,1698,1771,3720,15,7,4,NO,1,no,1
585,739,Yes,2.3,yes,2,1,58,0.1,88,3,4,1052,1536,475,7,6,6,Yes,0,yes,0
586,704,has,2.7,no,8,1,29,0.2,80,1,10,1108,1509,1122,9,3,10,Yes,1,yes,0
587,1663,yes,0.5,no,0,0,40,0.6,147,4,15,951,1545,1336,8,5,15,yes,0,no,0
588,1966,has,1.4,YES,2,0,40,0.9,185,8,18,1197,1987,1185,11,2,20,no,1,No,0
589,1219,No,1,yes,0,0,17,0.7,196,5,4,473,1022,705,11,3,6,no,1,Yes,0
590,612,yes,0.7,no,6,0,35,0.6,181,5,12,1294,1337,3169,14,9,6,No,0,no,0
591,1658,yes,1.4,no,0,1,39,0.7,182,1,5,410,522,3483,10,1,15,Yes,0,yes,1
592,1263,no,0.5,No,12,0,64,0.3,175,5,18,178,1883,1183,14,3,17,No,0,Has,0
593,1395,has,2.8,no,0,1,55,0.6,118,3,1,782,1787,3373,11,2,16,yes,1,NO,1
594,621,yes,2.7,yes,0,0,54,0.1,151,4,20,434,910,2801,6,1,5,Yes,1,yes,0
595,652,no,0.5,YES,1,0,58,0.6,142,3,2,464,781,565,18,12,9,no,0,Yes,0
596,1175,no,0.6,No,10,0,25,0.1,145,2,12,137,1501,3153,9,4,12,yes,0,No,0
597,561,yes,1,no,0,0,11,0.1,163,8,10,492,1176,3421,16,2,5,Yes,1,yes,0
598,1137,no,2.2,no,6,1,3,0.9,173,5,7,1250,1285,316,15,14,17,yes,0,not,0
599,1835,yes,2.3,no,4,1,11,0.1,193,7,13,385,583,448,18,17,14,yes,0,no,0
600,1170,no,2.9,yes,2,0,40,0.4,169,6,5,427,684,2366,16,8,2,Yes,1,YES,0
601,1595,yes,0.8,Has,0,1,44,0.7,85,4,20,1024,1838,3881,14,10,9,yes,0,yes,1
602,1719,Yes,2,no,0,0,12,0.3,122,8,7,240,904,462,6,3,5,no,0,no,0
603,1770,no,2.3,Has,0,0,7,0.8,128,7,6,886,1552,1480,6,1,17,yes,0,no,0
604,1312,no,0.5,Has,0,1,28,0.8,163,2,0,1233,1854,1087,17,16,14,yes,0,no,0
605,1878,no,1.5,yes,5,1,56,0.3,139,5,13,183,559,2711,8,2,3,YES,1,YES,0
606,1871,Yes,2,NO,7,1,20,0.1,81,7,14,88,1682,2144,13,12,12,yes,1,yes,0
607,922,NO,1.5,Yes,1,1,35,0.9,188,7,15,1016,1383,1165,19,6,4,yes,1,yes,0
608,1975,YES,1.5,no,6,1,16,0.9,128,8,11,80,655,2998,5,4,13,yes,1,no,0
609,1212,no,2.6,no,1,1,46,0.3,102,4,8,611,1715,2249,14,3,4,yes,1,yes,0
610,1430,Yes,0.9,no,3,0,56,0.1,179,3,5,569,906,752,17,8,17,no,0,Yes,0
611,1958,Yes,1.9,Yes,0,0,4,0.2,190,2,3,304,637,1409,16,5,3,no,0,not,0
612,1836,yes,2.1,yes,0,1,30,0.2,184,7,15,276,1230,3072,7,3,5,yes,1,No,1
613,557,Has,1.6,no,0,0,24,0.5,125,3,0,1131,1315,1305,12,8,3,yes,0,yes,0
614,539,yes,0.6,yes,9,0,21,0.1,145,7,14,551,599,3597,14,5,9,no,0,no,0
615,880,no,0.5,yes,1,0,44,0.5,172,8,15,436,1302,3132,8,7,6,no,1,yes,0
616,1369,yes,1.8,YES,6,0,34,0.5,162,1,7,553,727,3856,18,4,18,not,1,Yes,1
617,1109,yes,2.7,yes,1,0,39,0.4,98,1,9,1391,1787,1524,15,10,7,yes,1,Yes,0
618,843,no,1.8,yes,0,0,16,0.1,166,5,6,981,1096,3673,12,1,20,yes,0,yes,1
619,598,Not,2.3,YES,7,0,21,0.7,196,2,10,680,1173,3293,8,4,7,yes,0,yes,0
620,972,yes,2.7,yes,1,0,5,1,126,4,2,687,816,3035,12,7,19,yes,0,yes,0
621,1944,Has,0.5,not,5,1,36,0.1,197,6,18,1060,1970,584,17,14,13,Yes,1,no,0
622,1225,No,0.7,yes,0,1,2,0.6,138,7,1,217,1101,2675,12,11,15,yes,1,NO,0
623,644,yes,1.3,Has,7,1,30,0.5,114,1,16,1140,1654,2382,9,0,19,yes,0,Has,0
624,1919,no,1.5,No,5,1,48,0.8,150,4,6,304,1191,1391,19,13,12,yes,0,YES,0
625,501,NO,2.3,not,12,1,54,0.3,131,4,19,504,1089,2346,13,12,2,Yes,0,YES,0
626,1620,yes,2.2,has,0,1,30,0.2,185,3,3,832,1033,606,6,0,18,YES,0,No,0
627,1227,yes,1.1,yes,0,0,34,0.2,130,3,3,935,1781,1324,7,3,12,no,1,yes,0
628,1359,has,0.5,Yes,1,1,58,0.5,107,6,3,446,901,1076,16,8,4,yes,1,Yes,0
629,1914,no,0.7,No,1,0,35,0.6,118,8,2,942,1701,643,17,1,8,Yes,0,yes,0
630,1645,yes,1.8,not,1,0,21,0.7,123,7,2,897,1308,783,10,8,20,yes,0,not,0
631,1063,yes,1.1,No,0,1,26,0.8,101,5,2,1208,1232,3809,17,16,5,Yes,0,yes,1
632,946,not,2.1,no,0,1,19,0.2,154,8,0,159,630,2104,7,4,16,yes,1,NO,0
633,1231,no,1.2,yes,5,0,54,0.8,185,3,10,632,1184,1762,5,3,6,yes,1,no,0
634,1397,NO,2.9,Yes,13,0,9,0.5,87,6,18,1308,1991,3137,12,1,11,yes,1,yes,1
635,701,YES,0.7,no,7,0,15,0.5,160,3,11,1002,1256,1756,6,3,17,yes,1,has,0
636,570,yes,0.5,yes,2,0,9,0.3,111,7,5,1331,1917,3663,14,10,14,no,0,no,1
637,1993,Yes,0.5,no,10,1,27,0.3,147,8,11,150,510,2437,14,0,9,yes,0,no,0
638,955,no,0.5,yes,4,0,43,0.9,143,5,8,1248,1511,1432,12,9,9,yes,1,yes,0
639,924,no,0.5,YES,0,1,47,0.3,167,8,6,108,1813,1620,17,15,12,yes,0,no,0
640,600,no,0.5,Not,0,0,14,0.8,112,5,2,320,747,1655,18,0,9,no,0,no,0
641,518,no,0.8,yes,0,0,3,0.1,178,7,1,437,1947,2832,5,0,8,yes,0,YES,0
642,1063,Yes,2.5,no,0,1,31,0.9,95,6,10,295,935,961,16,6,5,has,1,no,0
643,920,Yes,0.5,no,2,0,46,0.8,149,3,3,1058,1421,2608,6,0,2,no,0,Has,0
644,1715,no,1.9,no,4,1,3,0.1,171,5,6,79,1652,514,7,4,13,yes,0,No,0
645,1841,Yes,1.3,yes,6,0,14,0.6,167,8,8,593,672,2304,7,1,18,No,0,has,0
646,543,yes,0.5,yes,4,1,60,0.7,132,5,7,693,1031,933,14,0,5,yes,1,NO,0
647,1762,yes,2.7,Has,13,1,25,0.9,189,1,14,300,527,1896,14,10,20,Yes,1,YES,0
648,1112,yes,0.5,yes,1,0,53,0.6,121,4,16,234,739,3655,7,3,20,yes,1,no,1
649,709,yes,2,Yes,0,0,35,0.1,136,1,0,1545,1596,1973,12,9,16,NO,1,has,0
650,1315,yes,2.6,no,7,0,64,0.8,128,7,16,59,575,3278,6,3,13,not,0,no,0
651,1762,YES,2.5,no,10,1,15,0.3,107,8,11,1103,1364,2183,8,3,11,yes,1,no,0
652,1462,yes,1.7,Yes,1,0,25,0.2,182,7,18,91,1478,824,15,5,13,Yes,0,yes,0
653,571,no,1.6,yes,8,0,35,0.2,186,7,20,177,1282,2598,13,5,8,yes,1,No,0
654,666,yes,0.5,has,7,1,54,0.4,81,3,13,58,1353,1254,15,9,9,YES,1,yes,0
655,1994,Not,1.5,yes,2,1,7,0.5,146,8,7,447,1435,3622,7,0,20,yes,0,Yes,1
656,1583,yes,2.1,yes,11,0,14,0.7,148,7,16,942,1651,1704,17,13,2,yes,0,yes,0
657,1778,no,1.4,yes,3,1,45,1,132,4,17,88,516,1624,15,13,9,yes,1,No,0
658,1926,Yes,1.1,no,13,1,50,0.2,179,6,17,371,1000,3809,17,12,17,yes,1,no,1
659,966,yes,0.6,no,9,1,50,0.2,117,4,10,1446,1754,2574,10,1,5,yes,0,yes,0
660,568,No,2,no,1,0,36,0.3,179,3,4,181,1703,950,17,9,9,yes,0,No,0
661,1897,No,3,No,1,1,21,0.5,192,8,2,1311,1935,273,17,6,3,yes,1,Yes,0
662,1695,no,0.5,yes,6,1,46,0.7,200,3,9,1791,1898,446,16,13,15,yes,1,Has,0
663,1623,Has,1.2,no,6,1,61,0.9,120,7,12,1568,1832,1510,12,10,17,YES,1,No,0
664,914,yes,0.5,NO,0,1,26,0.7,147,4,0,706,721,1122,12,9,2,Has,1,yes,0
665,1721,yes,0.5,YES,4,1,33,0.5,128,4,5,871,1048,707,19,2,5,yes,1,YES,0
666,890,Yes,2.2,Has,4,0,44,0.5,198,8,13,1074,1873,751,7,3,3,no,0,NO,0
667,600,no,0.5,No,1,0,48,0.8,191,3,7,501,1465,3393,12,7,8,yes,0,no,0
668,1677,no,1.8,yes,4,0,11,0.7,124,6,8,271,1477,3771,15,6,12,yes,0,No,1
669,723,No,0.5,No,0,1,3,0.2,168,4,3,920,1748,1851,15,3,16,yes,0,no,0
670,638,no,1.7,yes,11,0,27,0.5,102,4,17,1171,1383,2735,7,2,9,yes,1,no,0
671,852,No,1,yes,4,1,62,0.7,104,7,13,293,1159,2253,17,4,7,YES,1,no,0
672,1979,yes,1.6,YES,0,0,32,0.2,165,7,1,833,1630,452,13,6,14,no,1,no,0
673,710,yes,0.5,no,6,0,32,0.8,151,5,9,485,857,1419,12,11,18,no,1,no,0
674,1034,No,2.6,yes,2,1,45,0.3,190,3,4,182,1293,969,15,1,7,Yes,0,no,0
675,600,no,2.5,Yes,8,1,22,0.1,145,1,11,207,1162,3441,19,1,5,Yes,0,no,0
676,1027,NO,0.5,no,2,1,64,0.9,103,2,7,1698,1747,3786,17,12,12,yes,0,No,1
677,1260,no,0.6,no,5,1,13,1,106,6,6,165,736,2710,13,1,8,Has,1,no,0
678,1793,No,1.8,has,10,0,12,0.5,169,6,17,1086,1418,3533,16,14,15,yes,1,YES,1
679,675,NO,2.3,NO,10,0,60,0.9,144,5,15,192,757,1735,7,0,13,yes,0,yes,0
680,658,Yes,2.7,no,0,1,12,0.9,103,7,3,1156,1750,3587,14,11,20,Has,0,NO,1
681,1694,yes,0.6,no,0,1,34,0.3,102,7,7,377,549,2298,17,5,2,Yes,1,NO,0
682,804,yes,0.8,YES,12,1,41,0.9,89,1,13,709,818,2027,11,5,11,yes,0,Not,0
683,1713,no,2.5,yes,1,0,27,0.9,127,7,3,729,974,2406,13,10,20,yes,0,yes,0
684,706,No,0.5,no,13,1,31,0.1,108,3,19,543,938,2419,8,7,4,yes,0,yes,0
685,1362,no,0.5,no,3,0,25,0.8,131,7,9,553,1505,995,7,6,18,no,1,Has,0
686,1527,Not,2.7,Not,10,1,60,0.1,154,5,14,526,1116,2078,5,3,11,yes,1,yes,0
687,768,no,0.5,yes,0,0,19,0.9,159,2,1,637,991,1145,19,1,7,no,0,yes,0
688,1314,no,2.9,Yes,8,1,41,0.1,155,4,12,113,577,626,10,4,4,Yes,1,yes,0
689,705,Has,0.5,no,5,1,57,0.9,155,6,9,1114,1374,1509,15,11,18,Has,1,yes,0
690,1403,no,2.7,NO,2,1,26,0.1,164,5,3,461,1251,3371,13,9,9,yes,0,yes,1
691,1486,not,2.6,no,7,0,52,0.1,85,4,15,1430,1747,297,13,1,15,no,1,no,0
692,781,no,1.1,no,2,0,38,0.4,198,5,7,304,1674,3508,13,8,5,Not,0,Yes,1
693,986,yes,1.5,NO,1,1,23,0.8,183,8,3,471,800,2385,16,9,19,yes,0,no,0
694,1310,no,1.4,no,0,0,33,0.4,105,1,14,806,1016,1301,13,12,19,no,0,yes,0
695,560,yes,2,yes,6,1,57,0.3,81,3,12,80,1327,2167,11,10,7,YES,0,yes,0
696,1348,no,1.3,Not,0,0,43,0.4,116,5,6,204,501,3914,10,3,8,yes,0,yes,1
697,1567,no,0.5,yes,3,0,22,0.5,119,6,6,545,1621,2312,9,1,18,yes,0,not,0
698,1940,yes,0.9,YES,4,0,17,0.7,93,5,7,112,858,2297,14,6,8,not,1,NO,0
699,1979,yes,2.9,yes,0,1,19,1,176,3,9,1331,1532,411,8,2,2,yes,1,yes,0
700,561,YES,2.1,Yes,7,1,2,0.1,193,3,13,1055,1294,665,10,0,4,yes,1,no,0
701,1717,yes,1.3,No,1,0,62,0.7,130,1,3,609,810,3226,6,4,5,Not,1,No,1
702,535,No,1.5,No,1,1,48,0.7,113,1,4,290,811,740,11,10,18,yes,1,no,0
703,1413,no,0.5,yes,4,1,39,0.1,185,5,12,1039,1318,3878,19,16,4,YES,0,no,1
704,1358,no,2.5,yes,0,0,20,0.6,135,7,0,1485,1655,3406,5,1,11,No,0,yes,1
705,1519,no,2.9,not,2,0,30,0.7,112,7,8,1122,1702,2440,9,5,10,Yes,1,yes,0
706,1254,NO,1.2,yes,2,0,50,0.7,108,5,6,462,1013,3959,10,4,17,yes,1,no,1
707,1591,Yes,2.2,No,3,1,49,0.4,154,6,7,1384,1883,3703,17,6,20,YES,1,NO,1
708,977,yes,2.8,has,2,0,35,0.6,165,2,15,1502,1862,3714,19,3,10,No,1,yes,1
709,1640,yes,0.7,No,10,1,21,0.8,169,7,14,589,1301,337,16,3,5,yes,1,no,0
710,663,no,0.8,yes,0,0,25,0.6,183,2,1,82,1605,3176,6,2,2,yes,0,YES,0
711,1744,yes,1,no,1,1,20,0.5,112,8,3,68,718,1205,18,7,14,YES,0,no,0
712,1624,not,1.6,Yes,8,0,28,0.4,150,2,10,689,699,2473,16,11,2,yes,0,No,0
713,1108,yes,1.3,Yes,14,1,2,0.3,169,7,20,208,1742,1229,5,3,4,yes,1,no,0
714,1188,Yes,1.4,yes,0,1,9,0.6,114,2,0,1339,1558,2896,12,11,16,yes,0,yes,1
715,817,Not,1.3,NO,0,0,11,0.5,144,3,11,722,766,2039,11,6,19,no,1,no,0
716,863,no,1.6,yes,5,1,6,0.7,133,4,13,717,1799,520,10,2,18,YES,0,Yes,0
717,1397,no,2.4,yes,5,1,3,0.2,121,3,15,433,1658,1378,18,15,4,yes,1,YES,0
718,1108,No,1,no,3,0,49,0.7,140,5,12,1298,1666,3254,12,0,16,yes,0,no,1
719,1068,No,2,yes,1,1,37,0.9,184,7,13,186,1998,1803,5,4,7,yes,0,No,0
720,1702,yes,2.3,no,12,1,52,0.5,145,2,15,1397,1491,2501,16,12,4,Yes,0,no,1
721,808,no,0.5,Yes,0,0,8,0.1,192,4,1,618,1891,3762,15,9,12,YES,0,yes,1
722,1156,no,0.5,No,6,0,61,0.1,89,7,9,1214,1262,1796,16,6,13,not,1,yes,0
723,1271,no,0.5,Yes,2,0,54,0.1,159,8,3,613,650,990,14,11,6,NO,1,yes,0
724,696,No,0.5,no,6,0,51,0.3,197,3,8,649,907,2630,18,8,9,No,0,yes,0
725,1981,yes,1.9,yes,13,0,45,0.3,175,6,18,193,1234,1380,10,1,13,no,1,NO,0
726,614,Not,1.7,yes,0,1,58,0.2,128,7,2,22,519,3487,15,6,11,has,1,Yes,0
727,1590,No,0.6,yes,0,0,7,0.3,122,3,17,1464,1595,1201,12,3,18,Yes,1,yes,0
728,1945,no,1.6,no,4,0,21,0.7,113,3,10,280,895,3015,6,1,15,no,0,no,1
729,1135,yes,2.8,yes,9,0,43,0.4,158,1,11,690,1589,3204,18,13,6,Yes,0,no,1
730,1049,not,0.6,has,8,1,2,0.3,172,6,10,39,1564,433,10,7,6,Yes,0,No,0
731,1807,yes,2.1,no,2,0,49,0.8,125,1,10,337,1384,1906,17,13,13,no,1,Yes,0
732,984,Yes,0.5,no,13,1,42,0.8,98,7,17,1036,1611,898,16,8,13,yes,1,no,0
733,720,yes,1.4,yes,0,1,61,0.6,96,7,8,1347,1733,2799,5,3,15,Yes,0,yes,1
734,1536,no,0.8,No,12,0,13,0.3,105,7,20,22,1634,2020,6,0,16,Yes,1,No,0
735,771,yes,0.5,no,3,0,25,1,86,4,6,327,922,770,12,1,20,no,1,no,0
736,503,not,2.5,NO,3,0,57,0.6,185,6,11,778,1291,305,11,8,16,no,0,yes,0
737,675,no,2.4,no,1,0,42,0.6,187,7,2,482,874,2953,9,5,13,yes,1,not,0
738,1936,yes,1.9,yes,13,1,34,0.2,182,7,14,591,1089,1671,6,1,9,yes,0,Yes,0
739,1303,NO,1,yes,0,1,15,0.1,138,3,10,229,1604,2574,12,4,14,yes,1,yes,0
740,1004,yes,2.9,yes,0,0,35,0.2,141,6,9,901,1162,3772,17,8,18,no,1,Yes,1
741,1972,no,1.2,yes,0,0,37,0.7,102,2,1,715,1648,2870,16,0,17,no,0,no,1
742,1822,no,1.2,No,0,0,8,0.2,195,6,0,172,910,2577,9,5,8,yes,1,No,0
743,1159,YES,2.8,Not,5,1,18,0.5,83,1,7,681,723,2246,8,1,3,YES,1,no,0
744,1782,yes,2.8,yes,6,1,58,0.8,157,1,13,867,999,2405,15,0,16,Yes,0,yes,0
745,894,No,2.1,yes,16,0,16,0.7,168,8,20,286,1300,3377,5,1,6,YES,1,yes,0
746,1884,No,2.1,Yes,7,1,43,0.8,185,1,18,451,819,3619,14,8,7,YES,1,yes,1
747,1648,Yes,0.5,No,1,1,17,0.9,142,2,3,1119,1238,1184,6,2,2,Yes,0,Yes,0
748,798,no,2.4,no,5,0,4,0.2,96,3,9,526,643,2965,15,7,14,yes,1,No,0
749,802,yes,2.4,has,1,0,45,0.8,157,3,9,1299,1633,3713,8,3,8,no,0,no,1
750,1276,yes,2.9,yes,2,0,53,0.3,130,2,3,217,735,3798,19,10,8,yes,1,yes,1
751,1331,yes,1.6,Not,0,0,16,0.5,165,2,7,1109,1226,1026,13,5,20,yes,0,yes,0
752,1620,no,2.6,yes,6,0,5,0.9,186,6,18,434,1339,1086,18,14,13,yes,0,no,0
753,1996,no,2.5,no,5,1,51,0.4,122,4,9,671,1445,2236,8,7,12,yes,0,yes,0
754,1092,No,2.7,yes,8,0,45,0.8,185,1,10,1404,1424,1303,12,3,20,no,1,yes,0
755,1018,yes,0.7,yes,7,0,63,0.1,155,5,18,856,883,3048,10,3,2,No,0,has,0
756,545,not,0.5,no,0,1,11,0.3,131,3,1,381,1452,616,15,6,19,yes,1,yes,0
757,554,yes,1.3,no,0,0,12,0.1,105,6,10,85,806,3764,10,7,4,no,1,yes,0
758,1264,no,2.9,yes,2,1,34,0.2,171,3,3,562,849,419,7,4,3,yes,1,has,0
759,1030,no,1.6,yes,3,1,58,0.2,138,6,20,1111,1812,2858,6,2,18,yes,1,yes,1
760,1432,yes,1.7,yes,6,1,39,0.3,164,4,18,209,947,504,14,4,10,Yes,1,NO,0
761,558,yes,2.8,no,1,1,49,0.8,142,5,4,997,1605,392,10,5,8,Yes,1,Yes,0
762,829,no,0.5,no,0,0,56,0.6,129,7,1,91,1916,820,12,6,11,yes,0,yes,0
763,1741,yes,1.8,No,0,0,14,0.7,143,8,0,730,1895,3387,11,3,3,yes,0,no,1
764,1849,Yes,2.3,NO,7,1,15,0.4,144,5,19,606,1123,3447,14,11,19,yes,0,yes,1
765,733,no,2.1,no,5,1,7,0.2,174,7,10,445,1409,1403,15,8,2,has,1,no,0
766,1872,yes,0.9,YES,0,0,16,0.5,80,2,2,286,1484,2295,15,11,16,no,0,yes,0
767,1853,no,0.5,yes,1,0,27,0.3,197,6,13,985,1005,1973,10,2,8,yes,0,YES,0
768,1149,yes,2.2,no,4,0,30,0.2,106,6,5,1617,1675,3755,17,14,8,yes,0,no,1
769,891,no,0.5,yes,9,1,25,0.3,196,2,19,375,1724,2073,7,1,10,yes,0,YES,0
770,1911,Yes,2,no,7,1,64,0.6,163,8,8,1795,1958,3872,9,8,11,yes,1,no,1
771,550,yes,0.5,no,16,1,23,0.1,145,2,17,486,1930,302,18,5,8,yes,0,no,0
772,576,no,0.8,Not,0,1,27,0.1,121,2,4,757,1518,1519,18,6,8,yes,0,yes,0
773,1760,no,1.9,NO,1,1,50,0.8,198,1,2,273,1704,2549,10,8,4,Has,1,no,0
774,969,No,2.4,NO,0,0,45,0.3,124,7,0,491,589,404,18,5,19,yes,0,yes,0
775,1160,no,1.1,no,1,1,63,0.7,166,3,2,762,859,595,18,4,15,yes,0,Yes,0
776,827,no,1.1,yes,2,1,18,0.9,160,2,16,448,821,1663,14,0,17,yes,1,yes,0
777,1786,no,0.5,no,9,1,58,0.7,161,7,10,231,1671,2764,9,3,7,yes,1,yes,1
778,774,yes,0.6,yes,2,1,8,0.4,136,1,4,1713,1865,2614,7,0,14,yes,1,yes,0
779,819,Yes,2.5,yes,0,1,11,0.2,83,8,1,438,822,1094,10,5,15,yes,0,No,0
780,1042,no,2.2,Not,15,1,11,0.6,139,5,16,68,1018,2826,18,0,2,yes,0,Not,0
781,1368,NO,3,has,10,0,50,0.2,97,7,18,698,829,2496,13,6,5,no,1,YES,0
782,1592,no,2.1,No,6,1,50,0.1,181,2,17,510,522,2103,19,8,7,yes,0,no,0
783,1067,NO,1.8,yes,11,0,14,0.2,146,1,15,965,1009,966,5,0,13,no,0,Yes,0
